FIPS,CITY_ID,Unemployment rate,Female headed households,High school grads,Poverty rate,White,Hispanic,Minority,Racial heterogeneity,Foreign born,Low wage jobs,High wage jobs,Population density,"Developed land, low intensity","Developed land, medium intensity","Developed land, high intensity",Under 18,18 to 24,25 to 34,35 to 44,45 to 54,55 to 64,65 and older,Family households,Non-family households,Group quarters,Full-service restaurants,Limited service (fast food),Coffee shops,Bars,Performing arts organizations,Spectator sports organizations,"Museums, historical sites",Libraries,Casinos,"Golf, skiing, boating, fitness, bowling, other","Gyms, fitness centers",Grocery stores,Specialty food stores,Supercenters,Redlining,Housing units,Occupied housing units,Owner occupied housing units,Renters,Vacant housing,Foreclosure rate,Law enforcement,Loan applications - Refinancing,Loan applications - owner occupancy,Loan applications - non-owner occupancy,Loan applications - conventional,Loan applications - FHA,Loan applications - VA,Barber shops,Beauty salons,Nail salons,Diet/weight loss centers,Other personal care,Laundromats,Polluting sites,Religious sites,Civic/social organizations,Non-recreation child/youth services,Elderly/disability services,Other individual/family services,Temporary shelters,Emergency relief services,Vocational rehabilitation services,Day care services,"Commuting - car, truck, van",Commuting - public transportation,Commuting - motorcylce,Commuting - bicycle,Commuting - walking,Commuting - other,Commuting - WFM,Average work commute,Average household size,Median year structure built
06073001700,"(74) San Diego, CA",10.444135665894,6.226415157318,87.52501678467,18.769678115845,45.62848281861,37.563575744629,45.26519775391,0.6404635906219,19.52046585083,28.27165222168,29.568866729736,16905.333576459136,2700,392400,238500,917,537,1210,848,638,383,239,62.63621123218777,37.36378876781224,0,8.188585,0,0,0,4.094293,0,0,0,0,20.47146,16.37717,0,0.2137209,0,0,96.05210116341276,89.70594784698949,24.770469396361772,66.50943756104,6.895037174225,25.1491909027,0,150,143,57,180,20,13,0,8.188585,0,0,4.094293,4.094293,0,1.496046,0,0,0,0.6411626,0,0,0.2137209,0.2137209,87.44689069138664,1.4677481653147935,1.6994978756276555,0.5407493240633449,4.5191193511008105,0,4.325994592506759,21,1.94,1957
06073001800,"(74) San Diego, CA",8.014126777649,17.141826629639,85.11424255372,17.275056838989,37.59206008912,31.380083084106,54.32276916504,0.7041496634483,34.59814453125,21.993127822876,15.607102394104,21699.85122152939,13500,360000,356400,1024,540,1413,948,656,481,257,59.691671366798275,40.308328633201725,0,55.5872,10.4226,20.8452,24.3194,10.4226,0,3.4742,3.4742,0,17.371,10.4226,1.093295,0.728863,0,0,95.99213724797582,88.97425388782703,14.070508717130005,85.09563446045,2.84011220932,16.2866458893,3.4742,96,93,57,152,7,5,3.4742,66.0098,3.4742,0,17.371,6.9484,0,0.728863,1.639942,0,0,0.5466473,0,0,0,0.728863,82.00824499411073,6.861012956419317,0.35335689045936397,2.4146054181389873,3.4746760895170787,0,4.888103651354535,23,2.25,1971
06073002100,"(74) San Diego, CA",7.738492488861,16.218599319458,86.41939544678,25.719425201416,41.02967453003,38.938850402832,49.23561096192,0.6650546789169,22.661870956421,23.425693511963,22.130262374878,12895.104048937892,9000,594900,286200,1042,542,1203,949,737,526,260,65.25893369004395,34.74106630995605,0.49684693292566406,23.19263,2.899079,5.798158,8.697237,0,0,0,2.899079,0,8.697237,5.798158,0.6041079,0.2013693,0,0,74.15844459798365,69.34597321281349,15.944935312310795,75.62802886963,12.326120376587,18.3737297058,2.899079,152,148,48,187,15,11,0,23.19263,2.899079,0,2.899079,5.798158,0,1.610955,1.006847,0,0,0.4027386,0.2013693,0,0.2013693,1.006847,86.43568005897531,4.828603022484335,0.22115739034279397,2.0641356431994105,1.142646516771102,0,5.307777368227055,22,1.95,1961
06073002201,"(74) San Diego, CA",18.078077316284,25.381526947021,64.41747283936,35.85285949707,9.62647247316,64.527450561523,79.46853637696,0.5433126091957,45.199298858643,49.234134674072,8.60685634613,28910.193187520308,5400,145800,195300,1289,460,676,556,440,245,130,86.71936758893281,13.280632411067195,0.026350461133069828,7.247479,0,0,7.247479,0,0,0,0,0,14.49496,7.247479,0.2884338,0,0,0,93.2025781878945,87.54954467416528,9.929046043344904,87.06827545167,5.753217220306,13.9968891144,0,21,19,15,40,5,0,0,50.73235,14.49496,0,0,7.247479,0,0,0,0,0,0,0,0,0.2884338,0.2884338,87.1111111111111,5.333333333333334,0.5925925925925926,0,1.7037037037037037,1.3333333333333335,3.9259259259259256,23,3.2,1978
06073002202,"(74) San Diego, CA",11.00963973999,30.187459945679,58.76176834107,32.792209625244,11.11588859559,61.642658233643,65.19028472901,0.5552543401718,46.398624420166,40.295120239258,6.52667427063,24741.076475869864,10800,200700,265500,1484,567,785,682,506,331,504,84.94578815679733,15.054211843202669,1.3135946622185155,31.91711,21.27807,0,0,0,0,0,0,0,0,0,0.1731602,0.6926407,0,0,91.3893128048687,86.97411317576268,7.074958441820452,95.7336807251,8.785377502441,6.4027938843,0,20,17,11,36,4,1,10.63904,31.91711,31.91711,0,5.319518,0,0,0.6926407,0.3463203,0,0.1731602,0.5194805,0,0,0.1731602,0.6926407,81.2720848056537,15.19434628975265,0,0,2.0023557126030624,0,1.5312131919905771,28,2.97,1970
06073002301,"(74) San Diego, CA",12.796548843384,16.636690139771,70.33898162842,30.296827316284,19.65199661255,41.658138275146,61.0030708313,0.71901267766950006,33.640396118164,30.122449874878,13.142857551575,17932.409458877362,12600,213300,179100,668,339,546,465,360,243,200,74.26942266571632,25.730577334283677,0.534568781183179,24.47275,6.118188,0,0,12.23638,0,0,0,0,0,0,0.6576784,0,0,0,75.5596236155358,69.93089052028941,7.892462709638961,90.10791015625,6.78960609436,8.9068822861,0,31,27,10,30,13,1,0,0,6.118188,0,0,0,0,0.3288392,0,0.3288392,0,0.9865177,0,0,0.3288392,0.3288392,86.49093904448105,3.2948929159802307,0,0,4.448105436573312,0,5.766062602965404,22,2.64,1958
06073002302,"(74) San Diego, CA",18.329637527466,17.597627639771,56.15168380738,43.702346801758,3.91887760163,56.55687713623,73.14730072022,0.6035228967667,51.494358062744,42.323276519775,4.907699108124,32118.76531027508,1800,325800,203400,2169,763,1005,1001,749,531,371,86.73687423687424,13.263125763125764,0.5647130647130647,88.15764,14.69294,0,0,9.795293,0,0,0,0,9.795293,0,1.022234,1.022234,0,0,106.37688053357346,100.64663420648871,11.852304368841978,88.82847595215,11.271929740906,20.2578277588,0,34,27,23,49,5,1,4.897646,4.897646,9.795293,0,4.897646,0,0,0.2555584,0.1277792,0,0.1277792,0.638896,0,0.2555584,0.1277792,0.3833376,81.49498632634457,7.930720145852324,0,0,7.6116681859617135,1.959890610756609,1.0027347310847767,26,3.23,1972
06073002401,"(74) San Diego, CA",10.067969322205,20.052597045898,69.89167022706,28.717039108276,16.95103073121,67.604698181152,76.44582366944,0.5041420459747,42.787502288818,30.305795669556,7.256960391998,17871.90060268465,38700,449100,141300,1341,577,832,715,540,346,222,80.01314924391848,19.986850756081527,0.21915406530791148,23.76056,3.960093,3.960093,0,0,0,0,0,0,0,0,2.21328,0.6036217,0,1.2672194,67.59879089027852,63.08428464453057,12.870302893579684,83.95792388917,6.858542442322,21.089630127,3.960093,65,65,24,66,13,12,3.960093,23.76056,3.960093,0,0,0,0,0.8048289,0.4024145,0,0.2012072,0,0,0,0,1.006036,76.85727149932463,15.308419630796937,0,0.585321927059883,0.22512381809995496,2.0711391265195855,4.952723998199009,24,2.95,1963
06073002402,"(74) San Diego, CA",11.572980880737,21.727210998535,58.34962844849,28.394021987915,7.49895286561,71.093421936035,78.75994873047,0.4684668779373,45.622119903564,47.705944061279,7.924921989441,24595.30778307936,5400,301500,195300,1860,665,798,826,592,303,210,89.75292089638,10.247079103619997,0.6320628232139437,25.75965,10.30386,5.151929,0,0,0,0,0,0,0,0,0.7419773,0.3709887,0,1.6566006,80.16401112373582,75.93942956065978,10.200818896208029,89.7875289917,6.594110012054,16.7095108032,5.151929,35,30,21,49,7,5,5.151929,25.75965,10.30386,0,5.151929,5.151929,0,0.7419773,0.3709887,0,0,2.596921,0,0,0,0.9274718,79.86834887547998,10.093252879868349,0,0.9325287986834888,4.827207899067472,1.5359297860669225,2.7427317608337902,23,3.27,1972
06073002501,"(74) San Diego, CA",9.757194519043,21.453287124634,56.59223175049,22.968069076538,11.46173381806,62.640552520752,74.28364562989,0.5629789233208,38.57453918457,33.102767944336,12.845849990845,11372.351341188947,189900,908100,73800,1737,622,834,908,641,413,349,88.80146386093321,11.198536139066789,0.7136322049405307,0,0,2.06245,0,0,0,0,0,0,6.187351,0,0.3619909,0.1809955,0,99.552147,33.1642019525423,31.204874100868473,11.673469095235662,51.69550323487,6.954281806946,19.9004974365,0,81,66,53,106,11,3,0,2.06245,0,0,2.06245,0,0,0.9049774,0.5429865,0,0,0,0,0,0,0.5429865,87.01166920345003,4.10958904109589,0.30441400304414,0,0.5580923389142567,0,8.016235413495687,23,3.8,1955
06073002502,"(74) San Diego, CA",15.759408950806,15.37651348114,74.52031707764,15.350645065308,28.72284126282,44.568096160889,51.29835510254,0.6913871765137,29.288110733032,27.272727966309,21.708463668823,7772.039897214217,423900,1094400,183600,1781,700,1001,948,842,537,455,84.35504469987228,15.644955300127714,0,6.864547,0,0,0,4.118728,1.372909,0,0,0,1.372909,1.372909,0.3011141,0.4516712,0,100,28.350578321404978,27.073772614920394,13.8389263670587,48.28857421875,8.481927871704,34.8668289185,0,204,173,72,201,28,17,0,4.118728,0,0,0,0,0,0.9033424,0.4516712,0.1505571,0,0.3011141,0,0,0,1.053899,89.12529550827422,3.821907013396375,0.4728132387706856,0.5516154452324665,0,1.8124507486209613,4.21591804570528,22,2.98,1960
06073002601,"(74) San Diego, CA",13.035168647766,27.826633453369,53.8649559021,39.814960479736,10.42513275147,62.863395690918,70.13129425049,0.5606552362442,45.686153411865,42.059337615967,9.77312374115,19842.944763248997,43200,598500,148500,2121,787,919,945,686,386,304,92.65306122448979,7.346938775510205,0.37551020408163266,43.42001,9.304288,9.304288,0,0,0,0,6.202858,0,0,0,1.440403,0.9002521,0,30.626385,52.32111255955151,49.06461177783669,12.808903074744975,69.09547424317,6.46298456192,17.7830467224,0,69,54,41,79,13,5,6.202858,31.01429,15.50715,0,0,3.101429,0,1.080302,0,0.1800504,0,0.1800504,0,0,0,1.080302,79.52825990209168,12.683578104138851,0,0.3560302625723186,5.518469069870939,0,1.9136626613262129,23,4.01,1967
06073002602,"(74) San Diego, CA",12.785670280457,29.074890136719,60.42989730835,32.07788848877,9.73630809784,56.313388824463,72.16024780274,0.6198627948761,36.790061950684,38.518520355225,5.25252532959,13313.912554589286,171900,415800,69300,1588,545,716,623,464,295,219,92.3950056753689,7.604994324631101,1.0215664018161181,3.375738,6.751477,3.375738,0,3.375738,0,0,0,0,0,0,0.4643604,0,0,90.489449,41.015222499558774,37.94330048518853,9.72212681471023,78.41410064698,10.629920959473,28.8065853119,0,44,46,22,56,11,3,0,0,0,0,0,0,0,0.6965405,0,0,0,0,0,0,0,0.2321802,85.539714867617107,5.091649694501019,0,1.1541072640868975,1.4256619144602851,0.6109979633401221,6.1778682959945685,22,3.43,1970
06073002702,"(74) San Diego, CA",8.754338264465,13.753582000732,83.86531066895,24.349157333374,39.16807556154,25.08445930481,45.67145538331,0.7243402600288,20.734796524048,17.849643707275,21.083578109741,9022.137914277051,168300,805500,280800,1057,898,1011,690,567,453,504,70.84085892032913,29.15914107967088,3.953441701786073,19.05013,1.905012,0,1.905012,3.810025,0,3.810025,0,0,1.905012,1.905012,0.6412312,0.4809234,0,0,39.49090349724732,37.490640657299906,13.925639390490971,57.07736206055,15.085158348083,26.0492038727,0,172,190,44,173,31,33,7.62005,20.95514,9.525063,0,0,1.905012,0,0.9618467,0.3206156,0,0.1603078,0.1603078,0,0,0,0.6412312,86.56521739130434,7.434782608695651,0,0,2.4347826086956523,0.5652173913043479,3,24,2.64,1969
